source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,month,period,value_as_published,source_file
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2023,11,2023-11,442.016,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2023,12,2023-12,448.22299999999996,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,1,2024-01,469.248,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,2,2024-02,438.88,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,3,2024-03,431.873,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,4,2024-04,382.49100000000004,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,5,2024-05,446.407,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,6,2024-06,413.00100000000003,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,7,2024-07,437.55,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,8,2024-08,434.767,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,9,2024-09,432.50899999999996,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,10,2024-10,440.228,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,11,2024-11,417.263,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,12,2024-12,407.008,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,1,2025-01,429.086,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,2,2025-02,404.707,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,3,2025-03,352.44399999999996,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,4,2025-04,359.2343038925965,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,5,2025-05,387.353,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,6,2025-06,379.807,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,7,2025-07,397.896,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,8,2025-08,387.2215015958439,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,9,2025-09,381.626,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,10,2025-10,415.849,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,11,5,Domestik,Ribu Transaksi/ Thousands of Transaction,2025,11,2025-11,365.291722007836,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,1,2013-01,9.115,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,2,2013-02,7.926000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,3,2013-03,8.796999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,4,2013-04,8.59,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,5,2013-05,8.715,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,6,2013-06,7.393000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,7,2013-07,7.417633913438584,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,8,2013-08,11.012615529415568,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,9,2013-09,6.678,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,10,2013-10,5.832999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,11,2013-11,5.765253148614611,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2013,12,2013-12,5.316999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,1,2014-01,5.46,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,2,2014-02,22.641000000000002,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,3,2014-03,23.029999999999998,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,4,2014-04,11.827,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,5,2014-05,4.991,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,6,2014-06,4.626,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,7,2014-07,4.289000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,8,2014-08,4.992,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,9,2014-09,4.551,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,10,2014-10,4.835,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,11,2014-11,4.817,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2014,12,2014-12,6.3020000000000005,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,1,2015-01,7.076,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,2,2015-02,6.479,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,3,2015-03,30.131999999999998,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,4,2015-04,30.809,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,5,2015-05,30.337,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,6,2015-06,31.597,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,7,2015-07,24.776,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,8,2015-08,30.185,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,9,2015-09,31.114,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,10,2015-10,29.462,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,11,2015-11,33.342,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2015,12,2015-12,32.948,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,1,2016-01,33.689,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,2,2016-02,32.940999999999995,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,3,2016-03,22.363940929812912,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,4,2016-04,14.067155594593114,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,5,2016-05,8.999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,6,2016-06,6.875135564249629,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,7,2016-07,8.45370518565941,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,8,2016-08,7.762111673602672,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,9,2016-09,7.927730548379438,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,10,2016-10,8.23528688890373,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,11,2016-11,8.436900927022439,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2016,12,2016-12,9.38596707780208,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,1,2017-01,9.791860628788296,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,2,2017-02,8.850645691037279,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,3,2017-03,9.833345108931272,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,4,2017-04,11.233578737249411,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,5,2017-05,9.535025101264855,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,6,2017-06,9.965382922236829,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,7,2017-07,10.001280874149058,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,8,2017-08,9.773,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,9,2017-09,9.524,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,10,2017-10,9.696,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,11,2017-11,10.241999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2017,12,2017-12,10.373000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,1,2018-01,11.741,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,2,2018-02,8.911791833910033,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,3,2018-03,10.063,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,4,2018-04,10.829,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,5,2018-05,10.429,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,6,2018-06,12.004000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,7,2018-07,10.971,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,8,2018-08,10.434000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,9,2018-09,10.708,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,10,2018-10,11.561,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,11,2018-11,11.398,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2018,12,2018-12,12.014000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,1,2019-01,12.243,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,2,2019-02,9.790000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,3,2019-03,11.162,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,4,2019-04,12.054,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,5,2019-05,9.751,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,6,2019-06,12.727,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,7,2019-07,11.987,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,8,2019-08,10,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,9,2019-09,10.907,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,10,2019-10,11.633,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,11,2019-11,12.113000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2019,12,2019-12,0.0023726120325782583,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,1,2020-01,12.743,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,2,2020-02,8.632000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,3,2020-03,6.191,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,4,2020-04,3.095,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,5,2020-05,2.563,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,6,2020-06,3.317,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,7,2020-07,4.299192670700087,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,8,2020-08,4.001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,9,2020-09,3.799,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,10,2020-10,3.7369999999999997,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,11,2020-11,3.726,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2020,12,2020-12,3.485,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,1,2021-01,3.612,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,2,2021-02,4.170721086033113,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,3,2021-03,4.267,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,4,2021-04,5.2459999999999996,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,5,2021-05,5.891,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,6,2021-06,4.585999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,7,2021-07,4.033,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,8,2021-08,2.3262682985896768,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,9,2021-09,2.146,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,10,2021-10,2.934,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,11,2021-11,5.127,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2021,12,2021-12,2.972,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,1,2022-01,0.622,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,2,2022-02,0.503,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,3,2022-03,1.6789999999999998,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,4,2022-04,0.5810000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,5,2022-05,0.782,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,6,2022-06,0.722,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,7,2022-07,0.8009999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,8,2022-08,0.7829999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,9,2022-09,0.8630000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,10,2022-10,0.891,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,11,2022-11,0.896,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2022,12,2022-12,1.881,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,1,2023-01,1.099,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,2,2023-02,0.923,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,3,2023-03,0.95,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,4,2023-04,0.9309999999999999,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,5,2023-05,1.1329999999999998,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,6,2023-06,1.0579999999999998,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,7,2023-07,1.266,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,8,2023-08,1.035,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,9,2023-09,1.026,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,10,2023-10,1.5130000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,11,2023-11,1.085,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2023,12,2023-12,1.038,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,1,2024-01,1.054,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,2,2024-02,0.91,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,3,2024-03,0.767,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,4,2024-04,1.123,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,5,2024-05,0.894,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,6,2024-06,0.8720000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,7,2024-07,0.852,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,8,2024-08,0.728,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,9,2024-09,0.775,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,10,2024-10,0.8720000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,11,2024-11,0.968,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2024,12,2024-12,3.039,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,1,2025-01,1.1260000000000001,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,2,2025-02,2.606,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,3,2025-03,0.912,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,4,2025-04,1.205696107403787,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,5,2025-05,0.915,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,6,2025-06,1.615,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,7,2025-07,0.934,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,8,2025-08,0.7904984041557839,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,9,2025-09,0.771,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,12,6,Internasional,Ribu Transaksi/ Thousands of Transaction,2025,10,2025-10,0.7879999999999999,SPIP-Desember-2025.xlsx
