record_id,platform,segment_scope,period,year,frequency,geography_scope,geography_evidence,transaction_measure,transaction_value,revenue_measure,revenue_value,currency,unit_scale,transaction_status,revenue_status,source_file,source_locator,source_url,reporting_vintage,period_match,scope_match,directness_class,sample_family,canonical_record,admission_status,admission_reason,structural_break,source_dataset,full_pair,positive_denominator,ratio_eligible
OBS-0044,Blibli/GDN,Group,2024FY,2024.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,77410.0,net revenue,16716.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2024_linked_0.pdf,page 2,https://asset-about.blibli.com/2025/03/Earnings-Release-FY24-PT-Global-Digital-Niaga-Tbk.pdf,blibli_fy2024_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0045,Blibli/GDN,1P Retail,2023FY,2023.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,7385.0,net revenue,6386.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2024_linked_0.pdf,page 2,https://asset-about.blibli.com/2025/03/Earnings-Release-FY24-PT-Global-Digital-Niaga-Tbk.pdf,blibli_fy2024_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0046,Blibli/GDN,3P Retail,2023FY,2023.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,49912.0,net revenue,1125.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2024_linked_0.pdf,page 2,https://asset-about.blibli.com/2025/03/Earnings-Release-FY24-PT-Global-Digital-Niaga-Tbk.pdf,blibli_fy2024_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0047,Blibli/GDN,Institutions,2023FY,2023.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,10066.0,net revenue,3008.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2024_linked_0.pdf,page 2,https://asset-about.blibli.com/2025/03/Earnings-Release-FY24-PT-Global-Digital-Niaga-Tbk.pdf,blibli_fy2024_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0048,Blibli/GDN,Physical Stores,2023FY,2023.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,4773.0,net revenue,4199.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2024_linked_0.pdf,page 2,https://asset-about.blibli.com/2025/03/Earnings-Release-FY24-PT-Global-Digital-Niaga-Tbk.pdf,blibli_fy2024_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0049,Blibli/GDN,Group,2023FY,2023.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,72136.0,net revenue,14718.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2024_linked_0.pdf,page 2,https://asset-about.blibli.com/2025/03/Earnings-Release-FY24-PT-Global-Digital-Niaga-Tbk.pdf,blibli_fy2024_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0050,Blibli/GDN,1P Retail,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1791.0,net revenue,1344.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0051,Blibli/GDN,3P Retail,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,13023.0,net revenue,449.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0052,Blibli/GDN,Institutions,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,5335.0,net revenue,3130.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0053,Blibli/GDN,Physical Stores,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2554.0,net revenue,2199.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0054,Blibli/GDN,Group,2025Q4,2025.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,22703.0,net revenue,7122.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0055,Blibli/GDN,1P Retail,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1423.0,net revenue,1122.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0056,Blibli/GDN,3P Retail,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,14630.0,net revenue,424.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0057,Blibli/GDN,Institutions,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,3341.0,net revenue,1635.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0058,Blibli/GDN,Physical Stores,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1650.0,net revenue,1403.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0059,Blibli/GDN,Group,2024Q4,2024.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,21044.0,net revenue,4584.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0060,Blibli/GDN,1P Retail,2025FY,2025.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,6413.0,net revenue,4829.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0061,Blibli/GDN,3P Retail,2025FY,2025.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,53187.0,net revenue,1551.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0062,Blibli/GDN,Institutions,2025FY,2025.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,15291.0,net revenue,8955.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0063,Blibli/GDN,Physical Stores,2025FY,2025.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,8425.0,net revenue,7026.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0064,Blibli/GDN,Group,2025FY,2025.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,83316.0,net revenue,22361.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0065,Blibli/GDN,1P Retail,2024FY,2024.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,5301.0,net revenue,4269.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0066,Blibli/GDN,3P Retail,2024FY,2024.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,54210.0,net revenue,1384.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0067,Blibli/GDN,Institutions,2024FY,2024.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,11649.0,net revenue,5671.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0068,Blibli/GDN,Physical Stores,2024FY,2024.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,6250.0,net revenue,5392.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0069,Blibli/GDN,Group,2024FY,2024.0,annual,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,77410.0,net revenue,16716.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_fy2025_linked_0.pdf,page 2,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,blibli_fy2025_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0070,Blibli/GDN,1P Retail,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,9940.0,net revenue,8902.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0071,Blibli/GDN,3P Retail,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,37050.0,net revenue,199.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0072,Blibli/GDN,Institutions,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,10433.0,net revenue,2615.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0073,Blibli/GDN,Physical Stores,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,3973.0,net revenue,3553.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0074,Blibli/GDN,Group,2023Q1,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,61396.0,net revenue,15269.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0075,Blibli/GDN,1P Retail,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2399.0,net revenue,2094.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0076,Blibli/GDN,3P Retail,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,13316.0,net revenue,275.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0077,Blibli/GDN,Institutions,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1074.0,net revenue,461.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0078,Blibli/GDN,Physical Stores,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1126.0,net revenue,1000.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0079,Blibli/GDN,Group,2022Q1,2022.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,17915.0,net revenue,3830.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q12023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,blibli_q12023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,False,exclude_extraction_mapping_error,"The table columns FY22, 1Q23, and 1Q22 were shifted in the legacy extraction; use the manually verified replacement extract.",,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0080,Blibli/GDN,1P Retail,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1745.0,net revenue,1503.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0081,Blibli/GDN,3P Retail,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,12141.0,net revenue,279.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0082,Blibli/GDN,Institutions,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,2793.0,net revenue,889.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0083,Blibli/GDN,Physical Stores,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,1165.0,net revenue,1016.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
OBS-0084,Blibli/GDN,Group,2023Q3,2023.0,quarter,issuer/segment scope; geography under review,not confirmed as explicit Indonesia-only pair,TPV,17845.0,net revenue,3687.0,IDR,billion,direct issuer disclosure,direct issuer disclosure,raw_sources/blibli_q32023_linked_0.pdf,page 2,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,blibli_q32023_linked_0,yes,same issuer table; definition review pending,direct_pair_issuer_or_segment,blibli_reported_source_universe,True,candidate_pending_geography_and_scope,reported_cells_extracted; geography_and_scope_review_pending,,data/longitudinal/blibli_reported_pairs_all_vintages.csv,True,True,True
